a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC04558,0.3961071056895389,1.0,3.0,1.0,4634.021922271303,3792,232,0,0,1,0,0.5074625093726568
ACC04621,1.2201382294794703,1.0,3.0,1.0,3504.660950654607,5077,376,0,0,1,0,0.5074625093726568
ACC04666,0.3856450492222684,1.0,3.0,1.0,11190.067340461339,6803,545,0,0,1,0,0.5074625093726568
ACC04923,0.5061600200732913,1.0,3.0,1.0,6324.216335130614,6870,959,0,0,1,0,0.5074625093726568
ACC04980,0.9230468767716721,1.0,3.0,1.0,13695.160292625855,7266,168,0,0,1,0,0.5074625093726568
ACC04987,0.5706252485412651,1.0,3.0,1.0,5684.000667534084,3038,126,0,0,1,0,0.5074625093726568
ACC03413,0.607362943732364,1.0,3.0,1.0,21201.53611333183,9101,344,0,0,1,0,0.5074625093726568
ACC03416,0.7023701574438608,1.0,3.0,1.0,5928.841792079698,6870,959,0,0,1,0,0.5074625093726568
ACC03470,0.8361794603948743,1.0,3.0,1.0,12606.809321213448,4657,406,0,0,1,0,0.5074625093726568
ACC03530,0.5260596270548886,1.0,3.0,1.0,3620.272514211451,5615,410,0,0,1,0,0.5074625093726568
ACC03572,0.32214792731815267,1.0,3.0,1.0,2570.4502717107343,8492,679,0,0,1,0,0.5074625093726568
ACC03717,0.7619066241382393,1.0,3.0,1.0,10560.414522754189,9101,344,0,0,1,0,0.5074625093726568
ACC03836,0.5794139517663445,1.0,3.0,1.0,3346.1209264535496,3568,865,0,0,1,0,0.5074625093726568
ACC03922,0.33108294263984506,1.0,3.0,1.0,4233.503729776712,3568,865,0,0,1,0,0.5074625093726568
ACC03980,0.6010666781556191,1.0,3.0,1.0,12777.012382084657,1453,312,0,0,1,0,0.5074625093726568
ACC03982,0.3150803282605432,1.0,3.0,1.0,9722.046396030557,6870,959,0,0,1,0,0.5074625093726568
ACC02075,0.5193864812525809,1.0,3.0,1.0,4715.6231685921075,5073,591,0,0,1,0,0.5074625093726568
ACC02194,0.39132652042460714,1.0,3.0,1.0,3316.6864486016134,6870,959,0,0,1,0,0.5074625093726568
ACC02342,0.6627179505133234,1.0,3.0,1.0,6344.120183379838,8946,401,0,0,1,0,0.5074625093726568
ACC02626,0.40451700312914485,1.0,3.0,1.0,12214.291737649037,8492,679,0,0,1,0,0.5074625093726568
ACC02655,0.4659211135854263,1.0,3.0,1.0,4596.298517882779,2535,424,0,0,1,0,0.5074625093726568
ACC02876,0.31453350243395556,1.0,3.0,1.0,2194.101984080338,3568,865,0,0,1,0,0.5074625093726568
ACC06400,0.5621774505777624,1.0,3.0,1.0,12956.729310625382,6075,63,0,0,1,0,0.5074625093726568
ACC06412,0.9186410920973715,1.0,3.0,1.0,9774.04512822275,5615,410,0,0,1,0,0.5074625093726568
ACC06419,0.44001046207207534,1.0,3.0,1.0,10191.637709904437,8492,679,0,0,1,0,0.5074625093726568
ACC06453,0.35936001144464536,1.0,3.0,1.0,3456.601476879897,5073,591,0,0,1,0,0.5074625093726568
ACC06473,0.5231872784235045,1.0,3.0,1.0,8257.85539728673,3568,865,0,0,1,0,0.5074625093726568
ACC06605,0.3820340485986358,1.0,3.0,1.0,3464.8838312919747,3792,232,0,0,1,0,0.5074625093726568
ACC06747,2.306134764061686,1.0,3.0,1.0,33271.4678723403,1453,312,0,0,1,0,0.5074625093726568
ACC06826,0.6173043929733877,1.0,3.0,1.0,1054.4196161960033,1453,312,0,0,1,0,0.5074625093726568
ACC07142,0.7781182620174506,1.0,3.0,1.0,10976.057789333898,3568,865,0,0,1,0,0.5074625093726568
ACC05134,0.446810953700779,1.0,3.0,1.0,4864.152164442622,6870,959,0,0,1,0,0.5074625093726568
ACC05398,0.5050107693225415,1.0,3.0,1.0,8773.86031237812,3568,865,0,0,1,0,0.5074625093726568
ACC05519,0.4743764980642251,1.0,3.0,1.0,6966.789999225601,6075,63,0,0,1,0,0.5074625093726568
ACC05583,0.46637526778366684,1.0,3.0,1.0,7063.062463714124,6200,433,0,0,1,0,0.5074625093726568
ACC05630,0.40328523629425567,1.0,3.0,1.0,9423.317086679383,7356,726,0,0,1,0,0.5074625093726568
ACC05633,0.7762253175287012,1.0,3.0,1.0,2973.272571780565,5077,376,0,0,1,0,0.5074625093726568
ACC05642,0.3557196191989851,1.0,3.0,1.0,4110.22954914132,3568,865,0,0,1,0,0.5074625093726568
ACC05877,0.5245567277822734,1.0,3.0,1.0,10272.380578320957,5073,591,0,0,1,0,0.5074625093726568
ACC05919,0.5738070931449417,1.0,3.0,1.0,5937.311084183122,8492,679,0,0,1,0,0.5074625093726568
ACC05991,0.6856504899823505,1.0,3.0,1.0,13877.065981217233,1651,133,0,0,1,0,0.5074625093726568
ACC06067,0.34475906344412754,1.0,3.0,1.0,9051.117946727727,8946,401,0,0,1,0,0.5074625093726568
ACC07378,0.4135151516052866,1.0,3.0,1.0,11564.084545884321,3568,865,0,0,1,0,0.5074625093726568
ACC07981,0.6721222383784974,1.0,3.0,1.0,5807.0498987415085,3792,232,0,0,1,0,0.5074625093726568
ACC08120,0.5371910653238854,1.0,3.0,1.0,10445.67087410568,5073,591,0,0,1,0,0.5074625093726568
ACC01262,0.653752040834194,1.0,3.0,1.0,3981.8421766529373,5018,678,0,0,1,0,0.5074625093726568
ACC01342,0.37296320450447035,1.0,3.0,1.0,3087.656085956534,5018,678,0,0,1,0,0.5074625093726568
ACC01408,0.8335180107276629,1.0,3.0,1.0,11677.16520627259,3568,865,0,0,1,0,0.5074625093726568
ACC01577,0.6617262908216232,1.0,3.0,1.0,8391.049028586596,8946,401,0,0,1,0,0.5074625093726568
ACC01626,0.6820812738558,1.0,3.0,1.0,4793.134862672931,3668,708,0,0,1,0,0.5074625093726568
ACC01712,0.587108474880849,1.0,3.0,1.0,9070.006314947708,5073,591,0,0,1,0,0.5074625093726568
ACC01859,0.2811292890326904,1.0,3.0,1.0,3673.881235222447,5615,410,0,0,1,0,0.5074625093726568
ACC00000,0.5146736511298641,1.0,3.0,1.0,6503.191248970474,5018,678,0,0,1,0,0.5074625093726568
ACC00300,0.48662052068183054,1.0,3.0,1.0,3392.8187576910295,6075,63,0,0,1,0,0.5074625093726568
ACC00723,0.331422343888499,1.0,3.0,1.0,4675.179478903945,5826,257,0,0,1,0,0.5074625093726568
ACC00745,0.5447138360255386,1.0,3.0,1.0,655.9007533468991,3668,708,0,0,1,0,0.5074625093726568
ACC00832,1.2042154050025964,1.0,3.0,1.0,16000.845856038628,3568,865,0,0,1,0,0.5074625093726568
ACC00878,0.39708432068640764,1.0,3.0,1.0,4513.067158091415,6200,433,0,0,1,0,0.5074625093726568
ACC09251,0.6617737856815301,1.0,3.0,1.0,4677.2344946496505,8492,679,0,0,1,0,0.5074625093726568
ACC09314,0.4835595909361927,1.0,3.0,1.0,8191.782090619105,2535,424,0,0,1,0,0.5074625093726568
ACC09317,0.7789075167877093,1.0,3.0,1.0,13021.85119390631,8946,401,0,0,1,0,0.5074625093726568
ACC09354,0.6499330966436743,1.0,3.0,1.0,4067.096711528209,3568,865,0,0,1,0,0.5074625093726568
ACC09439,0.3729319920150378,1.0,3.0,1.0,3525.8013573458693,3568,865,0,0,1,0,0.5074625093726568
ACC09531,0.7485430109487716,1.0,3.0,1.0,9748.406451895107,4657,406,0,0,1,0,0.5074625093726568
ACC09533,0.3618503110459229,1.0,3.0,1.0,4150.404065406309,4657,406,0,0,1,0,0.5074625093726568
ACC09536,0.8137366164924137,1.0,3.0,1.0,15394.290757853905,3668,708,0,0,1,0,0.5074625093726568
ACC09327,1.0533912201747342,4.0,7.0,4.0,35997.615380412055,5018,678,0,0,1,0,0.5072611580765385
ACC09438,1.1882637149162683,4.0,7.0,4.0,53350.041610579065,1651,133,0,0,1,0,0.5072611580765385
ACC09601,1.7301095105839261,4.0,7.0,4.0,54017.501834615476,3668,708,0,0,1,0,0.5072611580765385
ACC09632,3.0717021766268315,4.0,7.0,4.0,81886.85181464285,3038,126,0,0,1,0,0.5072611580765385
ACC09638,2.118649413125499,4.0,7.0,4.0,61202.234658657624,1651,133,0,0,1,0,0.5072611580765385
ACC09702,1.393336259596376,4.0,7.0,4.0,49182.815398272796,7356,726,0,0,1,0,0.5072611580765385
ACC09708,1.1013058024695512,4.0,7.0,4.0,73045.94972723906,6200,433,0,0,1,0,0.5072611580765385
ACC09763,1.6838752795198322,4.0,7.0,4.0,69995.36510275389,3038,126,0,0,1,0,0.5072611580765385
ACC09936,0.72555450411989,4.0,7.0,4.0,36978.84417132098,3568,865,0,0,1,0,0.5072611580765385
ACC05256,1.241268843714989,4.0,7.0,4.0,28552.472143438084,6200,433,0,0,1,0,0.5072611580765385
ACC05345,1.05962359104171,4.0,7.0,4.0,37926.09725037271,3668,708,0,0,1,0,0.5072611580765385
ACC05799,1.612792050278895,4.0,7.0,4.0,29768.020428860764,6870,959,0,0,1,0,0.5072611580765385
ACC05856,1.5427480667024662,4.0,7.0,4.0,69141.5432899952,6200,433,0,0,1,0,0.5072611580765385
ACC05862,0.8017127791517638,4.0,7.0,4.0,26674.608415059378,2535,424,0,0,1,0,0.5072611580765385
ACC05936,1.132211802632399,4.0,7.0,4.0,15022.157374842112,7356,726,0,0,1,0,0.5072611580765385
ACC05981,1.8010971635085158,4.0,7.0,4.0,36649.67156159353,6870,959,0,0,1,0,0.5072611580765385
ACC05986,1.2079164992943225,4.0,7.0,4.0,58641.702141472095,5018,678,0,0,1,0,0.5072611580765385
ACC06103,1.5026933962288158,4.0,7.0,4.0,62626.49068532617,7356,726,0,0,1,0,0.5072611580765385
ACC03122,1.0420868295536196,4.0,7.0,4.0,55340.48841310701,7266,168,0,0,1,0,0.5072611580765385
ACC03339,1.025792841679106,4.0,7.0,4.0,38994.30365069514,5826,257,0,0,1,0,0.5072611580765385
ACC03386,0.8806448636756493,4.0,7.0,4.0,36483.64499767821,2535,424,0,0,1,0,0.5072611580765385
ACC03471,0.8611589216763181,4.0,7.0,4.0,15585.258279858139,3668,708,0,0,1,0,0.5072611580765385
ACC03597,1.845467850627075,4.0,7.0,4.0,64338.64560455384,6803,545,0,0,1,0,0.5072611580765385
ACC03601,0.9409004608065747,4.0,7.0,4.0,38965.247421282475,5615,410,0,0,1,0,0.5072611580765385
ACC03620,0.7978441018107635,4.0,7.0,4.0,52551.06766806872,3668,708,0,0,1,0,0.5072611580765385
ACC03683,1.0776131425099567,4.0,7.0,4.0,26876.615696894653,2535,424,0,0,1,0,0.5072611580765385
ACC03689,0.8115064872107133,4.0,7.0,4.0,47537.3787047226,5615,410,0,0,1,0,0.5072611580765385
ACC03711,1.019849378025939,4.0,7.0,4.0,51688.38983338748,7356,726,0,0,1,0,0.5072611580765385
ACC03808,0.6924608470974545,4.0,7.0,4.0,36824.5530516189,2535,424,0,0,1,0,0.5072611580765385
ACC03972,0.9586068570925266,4.0,7.0,4.0,34493.84788992008,8492,679,0,0,1,0,0.5072611580765385
ACC04066,0.4594729174116258,4.0,7.0,4.0,31946.017307968694,3568,865,0,0,1,0,0.5072611580765385
ACC08605,1.2283902021167523,4.0,7.0,4.0,61759.79297067608,6200,433,0,0,1,0,0.5072611580765385
ACC04100,0.7962131107119373,4.0,7.0,4.0,56702.12879832098,5018,678,0,0,1,0,0.5072611580765385
ACC04145,0.6313993113565527,4.0,7.0,4.0,35753.024568149296,6870,959,0,0,1,0,0.5072611580765385
ACC04251,0.924419417518914,4.0,7.0,4.0,36918.467301522825,8492,679,0,0,1,0,0.5072611580765385
ACC04271,1.4935422317896938,4.0,7.0,4.0,72806.75364297371,3038,126,0,0,1,0,0.5072611580765385
ACC04332,0.93386308227957,4.0,7.0,4.0,60790.823072666884,8492,679,0,0,1,0,0.5072611580765385
ACC04358,0.9912116965794666,4.0,7.0,4.0,44667.427437800274,3568,865,0,0,1,0,0.5072611580765385
ACC04584,0.8776266654943157,4.0,7.0,4.0,33165.891910502556,9101,344,0,0,1,0,0.5072611580765385
ACC04618,1.867666890938894,4.0,7.0,4.0,74557.43014726481,1773,90,0,0,1,0,0.5072611580765385
ACC04851,0.9033965884410242,4.0,7.0,4.0,37259.35541731362,6803,545,0,0,1,0,0.5072611580765385
ACC06149,0.9171386887672737,4.0,7.0,4.0,25299.88354556503,8946,401,0,0,1,0,0.5072611580765385
ACC06209,0.6320085797901474,4.0,7.0,4.0,25239.914015779155,2535,424,0,0,1,0,0.5072611580765385
ACC06322,0.7448217941873687,4.0,7.0,4.0,23740.155227341525,5073,591,0,0,1,0,0.5072611580765385
ACC06396,1.106329805182244,4.0,7.0,4.0,61246.366780946446,5615,410,0,0,1,0,0.5072611580765385
ACC06494,0.9747440520850165,4.0,7.0,4.0,9604.731496786988,8946,401,0,0,1,0,0.5072611580765385
ACC06604,1.4243363842446655,4.0,7.0,4.0,55160.47324116828,3668,708,0,0,1,0,0.5072611580765385
ACC07122,1.1751529604462712,4.0,7.0,4.0,62895.0913055691,7356,726,0,0,1,0,0.5072611580765385
ACC02060,0.580146665625167,4.0,7.0,4.0,35638.5365762464,4657,406,0,0,1,0,0.5072611580765385
ACC02076,1.1800572556323248,4.0,7.0,4.0,50023.01721617493,2535,424,0,0,1,0,0.5072611580765385
ACC02077,0.6891507647962365,4.0,7.0,4.0,18629.391784667274,6870,959,0,0,1,0,0.5072611580765385
ACC02093,0.9410432039214898,4.0,7.0,4.0,26561.372090584413,6870,959,0,0,1,0,0.5072611580765385
ACC02217,1.0129480470544177,4.0,7.0,4.0,35848.27068788379,3792,232,0,0,1,0,0.5072611580765385
ACC02302,0.9743539828354956,4.0,7.0,4.0,48072.44190286712,6200,433,0,0,1,0,0.5072611580765385
ACC02472,1.0336630261759723,4.0,7.0,4.0,57972.46169783991,7356,726,0,0,1,0,0.5072611580765385
ACC02700,0.7198075129940955,4.0,7.0,4.0,30009.906188673525,6200,433,0,0,1,0,0.5072611580765385
ACC02799,0.9413543344397302,4.0,7.0,4.0,50552.83955298808,7356,726,0,0,1,0,0.5072611580765385
ACC02807,1.535490576911312,4.0,7.0,4.0,62686.89752595864,6803,545,0,0,1,0,0.5072611580765385
ACC02887,1.2198087627806458,4.0,7.0,4.0,41209.98425994182,5018,678,0,0,1,0,0.5072611580765385
ACC02978,1.2679302076762267,4.0,7.0,4.0,47528.749199216356,1773,90,0,0,1,0,0.5072611580765385
ACC03014,0.9652399159536309,4.0,7.0,4.0,51210.446589899795,5073,591,0,0,1,0,0.5072611580765385
ACC00086,0.6871958968163364,4.0,7.0,4.0,42517.647665022974,5073,591,0,0,1,0,0.5072611580765385
ACC00326,1.443466346677452,4.0,7.0,4.0,51360.91333816541,6803,545,0,0,1,0,0.5072611580765385
ACC00336,0.8590090649818549,4.0,7.0,4.0,51258.200460837455,4657,406,0,0,1,0,0.5072611580765385
ACC00390,0.8975795262617433,4.0,7.0,4.0,37160.947114087794,3668,708,0,0,1,0,0.5072611580765385
ACC00440,1.0998041245201335,4.0,7.0,4.0,54502.99767145967,6803,545,0,0,1,0,0.5072611580765385
ACC00651,0.8467734080663095,4.0,7.0,4.0,45916.00145986989,6200,433,0,0,1,0,0.5072611580765385
ACC00713,0.514805077262128,4.0,7.0,4.0,37098.30137080415,3568,865,0,0,1,0,0.5072611580765385
ACC00948,1.4200951675053857,4.0,7.0,4.0,22635.34100683094,5073,591,0,0,1,0,0.5072611580765385
ACC07437,1.455741642820144,4.0,7.0,4.0,49038.49176387649,5073,591,0,0,1,0,0.5072611580765385
ACC07513,1.1391384532677848,4.0,7.0,4.0,40062.977615052,7356,726,0,0,1,0,0.5072611580765385
ACC07625,1.211626333755794,4.0,7.0,4.0,51573.1521929172,5073,591,0,0,1,0,0.5072611580765385
ACC07634,1.1296729713751743,4.0,7.0,4.0,15276.577223166722,7356,726,0,0,1,0,0.5072611580765385
ACC07771,0.9766895129247967,4.0,7.0,4.0,26606.798294370637,5018,678,0,0,1,0,0.5072611580765385
ACC07834,0.9521426458515431,4.0,7.0,4.0,62974.833352762944,5615,410,0,0,1,0,0.5072611580765385
ACC08108,1.2427392564034472,4.0,7.0,4.0,68297.38629671495,5018,678,0,0,1,0,0.5072611580765385
ACC01030,0.6474579929378939,4.0,7.0,4.0,16560.90954960226,5073,591,0,0,1,0,0.5072611580765385
ACC01073,1.2401907689199645,4.0,7.0,4.0,61096.168644437326,5073,591,0,0,1,0,0.5072611580765385
ACC01254,1.5613179415786322,4.0,7.0,4.0,35707.98865372847,6803,545,0,0,1,0,0.5072611580765385
ACC01416,1.1013090968111747,4.0,7.0,4.0,67689.27233365411,1651,133,0,0,1,0,0.5072611580765385
ACC01597,1.008821597421182,4.0,7.0,4.0,55447.03736811027,6870,959,0,0,1,0,0.5072611580765385
ACC01622,0.8349277377930269,4.0,7.0,4.0,44423.61941269435,3038,126,0,0,1,0,0.5072611580765385
ACC01938,0.7114096642020561,4.0,7.0,4.0,41706.38315969229,5615,410,0,0,1,0,0.5072611580765385
ACC01965,0.8944272684334309,4.0,7.0,4.0,23761.57242735918,5018,678,0,0,1,0,0.5072611580765385
ACC02173,0.6580790627351256,5.0,6.0,5.0,34865.445854909056,5073,591,1,0,1,0,0.5065809926370329
ACC02150,0.8598720839301597,3.0,6.0,3.0,35270.51525084221,6803,545,0,0,1,0,0.5058185201644262
ACC02160,0.4762992001448156,3.0,6.0,3.0,8102.438551202534,6870,959,0,0,1,0,0.5058185201644262
ACC02190,1.9966053484813144,3.0,6.0,3.0,54882.70574553445,6200,433,0,0,1,0,0.5058185201644262
ACC02251,0.6046116223110221,3.0,6.0,3.0,31283.302496290773,5018,678,0,0,1,0,0.5058185201644262
ACC02263,1.0929608007719587,3.0,6.0,3.0,35656.216679842415,5077,376,0,0,1,0,0.5058185201644262
ACC02364,0.9063689709545893,3.0,6.0,3.0,25074.696089307407,8492,679,0,0,1,0,0.5058185201644262
ACC02376,0.6260091265055054,3.0,6.0,3.0,29709.891752643558,6200,433,0,0,1,0,0.5058185201644262
ACC02466,0.7992981049384648,3.0,6.0,3.0,32464.516371796228,5018,678,0,0,1,0,0.5058185201644262
ACC02747,0.5731905762963845,3.0,6.0,3.0,16980.915867015134,7266,168,0,0,1,0,0.5058185201644262
ACC06218,0.6244593981204282,3.0,6.0,3.0,17608.796393459605,4657,406,0,0,1,0,0.5058185201644262
ACC06280,0.6692629662482097,3.0,6.0,3.0,25553.617831601565,5615,410,0,0,1,0,0.5058185201644262
ACC06364,0.9399721224144544,3.0,6.0,3.0,35537.431404387135,3668,708,0,0,1,0,0.5058185201644262
ACC06461,0.8202870647843858,3.0,6.0,3.0,36138.35923275354,2535,424,0,0,1,0,0.5058185201644262
ACC06514,0.8149872453415558,3.0,6.0,3.0,36825.193830961834,3568,865,0,0,1,0,0.5058185201644262
ACC06612,0.8920708489152933,3.0,6.0,3.0,26224.96629067607,9101,344,0,0,1,0,0.5058185201644262
ACC06654,0.7542262068088332,3.0,6.0,3.0,30318.97187472839,4657,406,0,0,1,0,0.5058185201644262
ACC06658,1.3671626148070652,3.0,6.0,3.0,50536.08506321496,3668,708,0,0,1,0,0.5058185201644262
ACC06736,0.9681403725665495,3.0,6.0,3.0,24563.62917546104,6870,959,0,0,1,0,0.5058185201644262
ACC07163,1.4044561550784063,3.0,6.0,3.0,45132.5722540679,4657,406,0,0,1,0,0.5058185201644262
ACC03154,0.9411144157728092,3.0,6.0,3.0,30582.53152185876,3668,708,0,0,1,0,0.5058185201644262
ACC03234,1.3574073618173346,3.0,6.0,3.0,55680.14432320078,2535,424,0,0,1,0,0.5058185201644262
ACC03283,1.1468309415116245,3.0,6.0,3.0,7572.444252379669,6870,959,0,0,1,0,0.5058185201644262
ACC03473,0.5527438197045892,3.0,6.0,3.0,15297.489575941221,3568,865,0,0,1,0,0.5058185201644262
ACC03633,1.0811880714415563,3.0,6.0,3.0,59421.46446490658,3668,708,0,0,1,0,0.5058185201644262
ACC03864,0.7973161409071032,3.0,6.0,3.0,33875.789108472214,8946,401,0,0,1,0,0.5058185201644262
ACC04043,1.262291762915931,3.0,6.0,3.0,46636.09669004075,6075,63,0,0,1,0,0.5058185201644262
ACC09309,0.8780878663407404,3.0,6.0,3.0,37477.69049067422,8946,401,0,0,1,0,0.5058185201644262
ACC09335,0.6743990114518659,3.0,6.0,3.0,21403.08512858492,4657,406,0,0,1,0,0.5058185201644262
ACC09442,0.7266815387505625,3.0,6.0,3.0,21543.307644839875,2535,424,0,0,1,0,0.5058185201644262
ACC09443,0.8920337596157039,3.0,6.0,3.0,32184.04363251945,6803,545,0,0,1,0,0.5058185201644262
ACC09480,1.1886230963353,3.0,6.0,3.0,43423.383797521674,3568,865,0,0,1,0,0.5058185201644262
ACC09520,1.0712682441820425,3.0,6.0,3.0,43786.400518769966,3038,126,0,0,1,0,0.5058185201644262
ACC09539,0.6697823114703065,3.0,6.0,3.0,43493.337208529956,5077,376,0,0,1,0,0.5058185201644262
ACC09590,0.8450153596598511,3.0,6.0,3.0,25402.21155262024,3568,865,0,0,1,0,0.5058185201644262
ACC09627,0.695356593926734,3.0,6.0,3.0,23653.749508974226,9101,344,0,0,1,0,0.5058185201644262
ACC09721,0.8189777574255555,3.0,6.0,3.0,29955.45012204296,6870,959,0,0,1,0,0.5058185201644262
ACC09776,1.1329575811021029,3.0,6.0,3.0,35107.28705806251,5615,410,0,0,1,0,0.5058185201644262
ACC09910,0.6742823812223144,3.0,6.0,3.0,27036.427482612602,3668,708,0,0,1,0,0.5058185201644262
ACC05149,0.6848052377008971,3.0,6.0,3.0,38996.705700073835,6870,959,0,0,1,0,0.5058185201644262
ACC05259,0.6150145987358665,3.0,6.0,3.0,42072.58489789692,4657,406,0,0,1,0,0.5058185201644262
ACC05288,0.45576047138014675,3.0,6.0,3.0,12830.127231596303,7356,726,0,0,1,0,0.5058185201644262
ACC05346,0.4668614475497613,3.0,6.0,3.0,23945.82986968859,8946,401,0,0,1,0,0.5058185201644262
ACC05357,2.1878807175872166,3.0,6.0,3.0,52534.97377645514,8946,401,0,0,1,0,0.5058185201644262
ACC05413,1.088727449790235,3.0,6.0,3.0,17377.71171182644,4657,406,0,0,1,0,0.5058185201644262
ACC05431,1.0097091860096352,3.0,6.0,3.0,31532.715579319905,1453,312,0,0,1,0,0.5058185201644262
ACC05869,0.6688628023221656,3.0,6.0,3.0,37304.12977090399,6200,433,0,0,1,0,0.5058185201644262
ACC05908,0.801630662230113,3.0,6.0,3.0,44458.36459907561,8946,401,0,0,1,0,0.5058185201644262
ACC05910,0.7206366452718664,3.0,6.0,3.0,27915.72910765405,3568,865,0,0,1,0,0.5058185201644262
ACC05929,1.1333992225382152,3.0,6.0,3.0,28301.105939913276,8492,679,0,0,1,0,0.5058185201644262
ACC05944,0.8372849511557042,3.0,6.0,3.0,47994.98702276758,5073,591,0,0,1,0,0.5058185201644262
ACC06016,0.5870086406811496,3.0,6.0,3.0,24420.819534606817,3568,865,0,0,1,0,0.5058185201644262
ACC06038,1.1805827376080749,3.0,6.0,3.0,31038.663356166537,3568,865,0,0,1,0,0.5058185201644262
ACC06040,0.8694272800145139,3.0,6.0,3.0,35306.237100569604,8492,679,0,0,1,0,0.5058185201644262
ACC04139,0.7185854670270104,3.0,6.0,3.0,18579.13031976882,7356,726,0,0,1,0,0.5058185201644262
ACC04150,1.151898379606092,3.0,6.0,3.0,33248.29547891015,6200,433,0,0,1,0,0.5058185201644262
ACC04227,0.8033640822581192,3.0,6.0,3.0,29126.499500481706,5826,257,0,0,1,0,0.5058185201644262
ACC04409,0.8896311074499209,3.0,6.0,3.0,35049.072469971405,9101,344,0,0,1,0,0.5058185201644262
ACC04500,1.1443168441894482,3.0,6.0,3.0,13809.70478406355,6803,545,0,0,1,0,0.5058185201644262
ACC04505,0.9262393242771447,3.0,6.0,3.0,31128.856536203195,1453,312,0,0,1,0,0.5058185201644262
ACC04651,0.7366257616498741,3.0,6.0,3.0,39819.80946456995,7356,726,0,0,1,0,0.5058185201644262
ACC04662,1.195569479054774,3.0,6.0,3.0,40891.568366833904,8946,401,0,0,1,0,0.5058185201644262
ACC04708,0.8000709426862473,3.0,6.0,3.0,25886.733983061134,2535,424,0,0,1,0,0.5058185201644262
ACC04883,0.5655935496783348,3.0,6.0,3.0,19954.40038268585,4657,406,0,0,1,0,0.5058185201644262
ACC05005,0.7587432303822216,3.0,6.0,3.0,41369.73436268657,6200,433,0,0,1,0,0.5058185201644262
ACC08288,0.8484934676141955,3.0,6.0,3.0,18456.07186217772,3668,708,0,0,1,0,0.5058185201644262
ACC08409,0.7905518126037387,3.0,6.0,3.0,18210.89073769818,2535,424,0,0,1,0,0.5058185201644262
ACC08672,1.1219096800558543,3.0,6.0,3.0,42661.79591483431,2535,424,0,0,1,0,0.5058185201644262
ACC08764,0.8787213883100864,3.0,6.0,3.0,26893.84904500878,6870,959,0,0,1,0,0.5058185201644262
ACC08776,1.0654953526557562,3.0,6.0,3.0,34325.42544340738,6870,959,0,0,1,0,0.5058185201644262
ACC08833,0.9864119515712223,3.0,6.0,3.0,13444.74882827443,6803,545,0,0,1,0,0.5058185201644262
ACC08846,0.8544306392028316,3.0,6.0,3.0,27746.007713615956,3038,126,0,0,1,0,0.5058185201644262
ACC09126,0.5033303049125467,3.0,6.0,3.0,14483.11539674191,6870,959,0,0,1,0,0.5058185201644262
ACC09137,0.7649352095793897,3.0,6.0,3.0,43488.1701844219,7356,726,0,0,1,0,0.5058185201644262
ACC09165,1.2549843455572705,3.0,6.0,3.0,49147.521892631805,4657,406,0,0,1,0,0.5058185201644262
ACC01061,1.1694847573303893,3.0,6.0,3.0,17745.193057802517,5615,410,0,0,1,0,0.5058185201644262
ACC01191,1.2121669756931446,3.0,6.0,3.0,40144.598712838655,4657,406,0,0,1,0,0.5058185201644262
ACC01196,1.4742618563492886,3.0,6.0,3.0,33981.18109115849,5615,410,0,0,1,0,0.5058185201644262
ACC01206,0.9281181312378147,3.0,6.0,3.0,23026.075604491452,6870,959,0,0,1,0,0.5058185201644262
ACC01486,1.1386496416633676,3.0,6.0,3.0,24534.22833160069,7356,726,0,0,1,0,0.5058185201644262
ACC01611,1.546660631013614,3.0,6.0,3.0,44636.2435973345,8946,401,0,0,1,0,0.5058185201644262
ACC01787,1.152538587901422,3.0,6.0,3.0,56656.43932838445,6803,545,0,0,1,0,0.5058185201644262
ACC01824,1.0908110267306594,3.0,6.0,3.0,27849.526298906207,6870,959,0,0,1,0,0.5058185201644262
ACC02001,0.8995734937189106,3.0,6.0,3.0,17314.886002213123,6803,545,0,0,1,0,0.5058185201644262
ACC02025,0.844057081313839,3.0,6.0,3.0,19263.739207980176,5073,591,0,0,1,0,0.5058185201644262
ACC07393,0.7851739948415165,3.0,6.0,3.0,39815.78303676193,6803,545,0,0,1,0,0.5058185201644262
ACC07414,0.9479065847242847,3.0,6.0,3.0,37941.04721611463,6870,959,0,0,1,0,0.5058185201644262
ACC07428,0.6627136969094002,3.0,6.0,3.0,40393.8014191438,6200,433,0,0,1,0,0.5058185201644262
ACC07544,0.9716543874251201,3.0,6.0,3.0,36334.68818982638,8492,679,0,0,1,0,0.5058185201644262
ACC07647,0.7664205548104147,3.0,6.0,3.0,26648.176988680934,3668,708,0,0,1,0,0.5058185201644262
ACC07684,0.7418065700193595,3.0,6.0,3.0,31028.002324510213,8946,401,0,0,1,0,0.5058185201644262
ACC07928,0.7283211460490315,3.0,6.0,3.0,33931.05638342476,8492,679,0,0,1,0,0.5058185201644262
ACC07966,0.6119616316062324,3.0,6.0,3.0,27744.31245391565,1453,312,0,0,1,0,0.5058185201644262
ACC08016,1.1512462877418856,3.0,6.0,3.0,60647.388748115096,3038,126,0,0,1,0,0.5058185201644262
